,group,names,scores,logfoldchanges,pvals,pvals_adj
52375,3,CXXC4,7.7537975,2.0356996,8.918458219726276e-15,2.1599042139095082e-13
52377,3,PDE8B,7.724674,1.8489921,1.1213986370357197e-14,2.68595797341169e-13
52378,3,ADCY8,7.706947,1.5723199,1.2886326955160003e-14,3.057079172618544e-13
52381,3,PIK3R1,7.4522953,1.7435305,9.172997653279969e-14,1.9916385054434427e-12
52383,3,ATXN1,7.3779693,1.5686553,1.607220128577068e-13,3.400549708251821e-12
52385,3,ENSHGLG00000001624,7.320055,1.788389,2.478696171487929e-13,5.132168422606339e-12
52388,3,ENSHGLG00000011584,7.1652126,1.5599583,7.766585156310686e-13,1.512746614394161e-11
52390,3,SDCCAG8,7.05839,1.5794218,1.684428725531696e-12,3.160663512681403e-11
52393,3,ARHGAP28,6.833136,1.7482774,8.307798217412403e-12,1.44953597554912e-10
52397,3,ZNF827,6.5614796,1.5298644,5.327654449960928e-11,8.426016978852828e-10
52398,3,PLAGL1,6.553862,1.8257034,5.6067830317972054e-11,8.851397364703966e-10
69652,4,ADARB2,43.734188,8.258822,0.0,0.0
69653,4,ERBB4,39.800865,6.7270274,0.0,0.0
69654,4,METAP1D,39.170322,6.4373,0.0,0.0
69655,4,GALNTL6,32.759968,4.1468954,2.1897466955789347e-235,7.626011842023198e-232
69656,4,UBASH3B,31.77844,4.3768196,1.285437354083193e-221,3.7305534411084394e-218
69657,4,GRIK1,29.405766,4.336035,4.634492796296081e-190,1.0087552882737957e-186
69658,4,NPAS3,29.325693,3.7927668,4.879309907756045e-189,9.440380380417335e-186
69659,4,RBMS3,28.866385,3.5869255,3.156026694241566e-183,5.495589282682839e-180
69662,4,FGF12,26.17006,3.3585112,5.826794299427924e-151,7.80476685661065e-148
69664,4,SORCS3,25.459225,4.026324,5.5800661972468485e-143,6.072855793291211e-140
69665,4,SERPINI1,25.307322,4.4400287,2.6532579664768786e-141,2.5667322761256603e-138
69666,4,KCNC2,25.282524,3.160706,4.973027869767164e-141,4.5576491734871377e-138
69667,4,HAT1,24.582956,4.7044725,1.922173551691809e-133,1.6735404027804737e-130
69668,4,GAD1,23.061806,4.3440943,1.1198420427129935e-117,8.478178039026676e-115
69669,4,ATP8A2,23.056454,2.490927,1.2671878043369563e-117,9.19397551538309e-115
69670,4,RAB3C,22.893337,2.9196615,5.413384404455727e-116,3.625510101337984e-113
69671,4,COL25A1,20.28878,2.839818,1.6155369549069007e-91,8.791045311185582e-89
69672,4,GALNT13,20.02326,2.634623,3.453692433623779e-89,1.822398374142147e-86
69673,4,THSD7B,19.602354,2.9884188,1.4763209962313707e-85,6.591583976250477e-83
69674,4,ZNF536,19.335766,4.115212,2.6864824336300684e-83,1.1409687467512288e-80
69675,4,NHS,18.978859,2.9890134,2.550781961463815e-80,1.0575420546421287e-77
69677,4,SPOCK3,18.629065,2.74828,1.8675783477777588e-77,7.069596036924807e-75
69678,4,FSTL5,18.109226,2.6061037,2.6950625986541926e-73,9.776901047992802e-71
69679,4,MAGI1,17.930323,2.0494618,6.838156631381794e-72,2.4300575800459425e-69
69680,4,SYNPR,17.914766,3.591582,9.044698993335159e-72,3.1499068714189023e-69
69681,4,RELN,17.632229,3.5685375,1.3936268421149765e-69,4.578721547499639e-67
69682,4,SDK1,16.7727,2.5195594,3.8653675220814864e-63,1.1408075366441512e-60
69683,4,RAPGEF4,16.615381,2.1362467,5.393022794829324e-62,1.565145098772717e-59
69685,4,GAD2,15.650135,3.1665535,3.3151708631697526e-55,7.696942698716655e-53
69686,4,ENSHGLG00000017862,15.644334,2.0668707,3.631504488985488e-55,8.320445745618987e-53
69687,4,ZNF385D,15.376664,2.353469,2.3473540253928253e-53,5.1093094555206584e-51
69688,4,CNR1,15.346593,4.242758,3.7328079952358916e-53,8.024615508770689e-51
69689,4,ENSHGLG00000003074,15.278526,1.9868271,1.0631800191701766e-52,2.230500442627745e-50
69690,4,COL21A1,14.965856,2.9443052,1.2273486449775036e-50,2.5143319947050906e-48
69691,4,PIGL,14.203906,1.6805909,8.664498572045744e-46,1.6050522727131124e-43
69692,4,CNGB3,13.959017,1.8276968,2.772315094824191e-44,4.876194216785216e-42
69693,4,RIPOR2,13.686444,2.851343,1.2235216906749547e-42,1.9911386167965407e-40
69694,4,GRIA4,13.496995,1.6202884,1.6288578014764088e-41,2.5324375800989917e-39
69695,4,GALNT14,13.193173,2.3599222,9.605554575331813e-40,1.3938460151687738e-37
69696,4,ZBTB16,13.112503,3.067289,2.7922723224092026e-39,4.0183337148852435e-37
69698,4,ELAVL2,12.775022,2.0198379,2.2608552325819047e-37,3.099863949995961e-35
69699,4,PAM,12.75476,1.9202948,2.9327815087076864e-37,3.989728469619293e-35
69700,4,PRKCA,12.721892,1.7392694,4.4690355298069185e-37,5.940405777139532e-35
69701,4,ADCY2,12.342048,1.5850222,5.377073015032405e-35,6.687926600768519e-33
69703,4,ZNF608,12.150198,2.028174,5.7226605388247e-34,6.825252600174966e-32
69705,4,KCNIP1,12.030623,2.135869,2.45302121524202e-33,2.886112055473601e-31
69706,4,YJEFN3,11.986909,3.6305327,4.1614497371250034e-33,4.830888284837179e-31
69708,4,AP1S2,11.713883,3.5146205,1.0820777808282041e-31,1.185045308022737e-29
69710,4,ENSHGLG00000001644,11.666787,2.4347172,1.8840473172982994e-31,2.012694229209527e-29
69711,4,PPIP5K2,11.558267,1.8752974,6.704851918085369e-31,7.009797842663089e-29
69713,4,DLX1,11.506475,4.3269324,1.2237845696321688e-30,1.2461848369008745e-28
69714,4,XKR6,11.218134,1.8990304,3.322072758464259e-29,3.178420491381217e-27
69715,4,TCERG1L,11.207068,2.018344,3.764565121688223e-29,3.5820968559539355e-27
69716,4,PROX1,11.164907,5.3482556,6.055407890009025e-29,5.69961176155282e-27
69717,4,PPAPDC1A,11.136698,3.9233196,8.314506478187981e-29,7.783897919606845e-27
69718,4,OSBPL10,10.96586,2.1342907,5.576762402917278e-28,5.1379980805290246e-26
69719,4,TMEFF2,10.923292,1.5229352,8.92023799504435e-28,8.175163379353015e-26
69720,4,GRM8,10.91186,1.8631742,1.0116465372352132e-27,9.222932540773176e-26
69722,4,ENSHGLG00000010482,10.607027,1.8688645,2.7640420520911046e-26,2.394540510102607e-24
69723,4,CALB2,10.567185,2.9421327,4.229978967568726e-26,3.62840511144208e-24
69724,4,SAMD4A,10.430178,2.625614,1.8055000795070734e-25,1.4829798530404088e-23
69726,4,REPS2,10.163023,2.0887933,2.8994433801030747e-24,2.2742345755736413e-22
69727,4,SHISA6,9.972727,1.7058975,2.0064265490989792e-23,1.4994809227236277e-21
69729,4,PDLIM5,9.811062,2.196701,1.0090154322506909e-22,7.41349608513978e-21
69730,4,SLC25A12,9.683555,1.66662,3.541823534043066e-22,2.5380153579543993e-20
69731,4,THSD7A,9.507493,1.6303111,1.9531257681832243e-21,1.3549712749551588e-19
69733,4,THRB,9.091771,1.5372226,9.743841400405535e-20,6.059625368045056e-18
69735,4,SLC6A1,9.011682,2.7305465,2.0292083061043839e-19,1.2441762054294237e-17
69736,4,ARNT2,8.435987,1.544041,3.2841676841783854e-17,1.856727658590851e-15
69738,4,PTPRM,8.380853,2.0705178,5.254572107304801e-17,2.9139447167037736e-15
69739,4,CDH4,8.362041,1.5368108,6.164209232106948e-17,3.4075357256723266e-15
69750,4,MAN1A2,7.650295,1.7264353,2.005191119528054e-14,9.261642696111938e-13
69754,4,NYAP2,7.600626,1.9034617,2.947017109674415e-14,1.3260053987276636e-12
69756,4,PDE8B,7.4422154,1.5976517,9.90105294619693e-14,4.29942730553933e-12
69763,4,KCND3,7.0519605,1.5263518,1.7641408754080112e-12,7.127374724705266e-11
69774,4,CCNH,6.690851,1.774093,2.2187617006015542e-11,8.065824111184732e-10
69782,4,SNCAIP,6.3581295,1.6270089,2.042255001031975e-10,6.722454883359127e-09
69789,4,FGF1,6.109607,1.5353214,9.987656159926197e-10,3.078142596686635e-08
87065,5,RORB,42.150272,4.303913,0.0,0.0
87066,5,CNTN3,40.045105,3.5351527,0.0,0.0
87067,5,KCNH5,37.650345,3.6181555,3.2296182372169e-310,1.874578078821915e-306
87069,5,ADAMTSL1,36.714077,3.2195623,4.354649510979549e-295,1.5165502386937378e-291
87070,5,SCN1A,35.442814,3.0406115,3.7427436014415115e-275,1.0862065721983506e-271
87071,5,CPNE8,35.066677,3.1358283,2.171916140040168e-269,5.402796535217064e-266
87072,5,PVRL3,34.805916,3.2088964,1.9792927408965683e-265,4.3081780621539933e-262
87073,5,UNC5C,34.626957,2.9270294,9.929567666837404e-263,1.9211506864737745e-259
87074,5,RORA,34.552143,3.068953,1.3235318630115617e-261,2.3046660330620325e-258
87076,5,ZNF385B,34.07135,2.8695173,1.96034508396019e-254,2.844624078916565e-251
87077,5,EPHA4,33.845036,3.1546295,4.293851826387417e-251,5.751449373298776e-248
87078,5,FRAS1,33.815845,2.9694924,1.1537761057084223e-250,1.43505023776434e-247
87079,5,FAT3,33.807293,2.7157738,1.5408855722921595e-250,1.7887626980215583e-247
87081,5,CNKSR2,32.74202,2.7013428,3.943855475333484e-235,4.0396679642342325e-232
87082,5,DLG1,32.534348,2.6602774,3.486161458606669e-232,3.372473859928774e-229
87083,5,FOXP1,32.119057,2.830213,2.3896333746075178e-226,2.1900361027389845e-223
87084,5,TAFA1,31.34318,2.9050157,1.2050313413226913e-215,1.0491605373226012e-212
87085,5,SATB2,31.106844,2.6943858,1.9462306504268295e-212,1.613795919803923e-209
87086,5,RAPGEF5,31.068403,2.6570332,6.437938742032399e-212,5.095628514318644e-209
87088,5,OSBPL1A,30.789679,2.9543803,3.60215526858016e-208,2.6135137371577636e-205
87090,5,GPR158,30.020329,2.6074631,5.3283239007508756e-198,3.568542464760577e-195
87091,5,KCTD16,29.569096,2.5120528,3.732069223590701e-192,2.4069081996438844e-189
87092,5,PDZRN3,29.333323,3.1205192,3.900011175699917e-189,2.425389092945095e-186
87093,5,DOK5,29.143793,2.5361326,1.0012733035357535e-186,6.012128287747612e-184
87094,5,LDLRAD4,28.7317,2.5207353,1.5335692670175007e-181,8.901347215525246e-179
87096,5,DGKH,28.472733,2.433475,2.5495932684154156e-178,1.387377111966176e-175
87097,5,PTPRO,28.286322,2.3292005,5.091576047739989e-176,2.6866549611908008e-173
87098,5,FRMPD4,28.237066,2.34711,2.0518467484396513e-175,1.0508472773699896e-172
87099,5,ARHGAP21,28.07001,2.3357139,2.276729274690759e-173,1.1327053388625767e-170
87100,5,RAPGEF2,27.893332,2.313584,3.21437327056149e-171,1.5547744933413118e-168
87103,5,KCNH1,27.25207,2.535494,1.5706218393319665e-163,7.0126251508429574e-161
87104,5,CSMD2,27.162054,2.1311374,1.8243784127911044e-162,7.941975325482876e-160
87105,5,PLEKHA5,27.152718,2.1270182,2.351628213522526e-162,9.987537093187256e-160
87106,5,KCNQ3,27.124195,2.1587548,5.105144115320315e-162,2.1165684400017295e-159
87107,5,PDE4B,27.041016,2.1969547,4.871521721280919e-161,1.9727397147131314e-158
87108,5,ARHGAP44,26.974003,2.2148345,2.9837521443732393e-160,1.1808199111357096e-157
87109,5,ANTXR1,26.911932,2.738138,1.5924118136748298e-159,6.161925980337736e-157
87110,5,FBXW7,26.590448,2.2329342,8.754348163597961e-156,3.313901403755028e-153
87111,5,BRINP1,26.564137,2.2570505,1.763405041808327e-155,6.533228083618808e-153
87113,5,SCHIP1,26.142677,2.4489527,1.1938097414907101e-150,4.242410005832191e-148
87115,5,RGS7,25.985277,2.0132895,7.265052820574715e-149,2.480516956169951e-146
87116,5,NWD2,25.943102,2.2748263,2.1752232674876397e-148,7.284069760915821e-146
87117,5,CPNE4,25.879467,2.5917423,1.1341505636423602e-147,3.726219578246117e-145
87118,5,MCTP1,25.770641,2.1913857,1.8925717184704822e-146,6.102842839578983e-144
87119,5,MAST4,25.542267,2.3925433,6.691969362587986e-144,2.1186775001953564e-141
87120,5,PLXDC2,25.453402,2.2463198,6.47307091290193e-143,2.012778282256452e-140
87121,5,LHFP,25.403942,2.6309874,2.2811652213253857e-142,6.968759648936657e-140
87122,5,ARL15,25.214445,2.2179902,2.781528245286067e-140,8.350819195718324e-138
87124,5,LRRC4C,25.078835,2.4044316,8.465218931350862e-139,2.4567476208602094e-136
87126,5,ASAP1,25.010931,2.1538951,4.649244633787538e-138,1.3057628517442322e-135
87127,5,NELL2,24.985788,1.9821949,8.725515224189543e-138,2.411704707917659e-135
87128,5,EDIL3,24.919945,2.2838855,4.523497899967008e-137,1.2307448270644612e-134
87132,5,ENTREP2,24.190649,2.0938537,2.790584399585945e-129,7.145947963233832e-127
87133,5,TRPM3,24.111504,2.005348,1.8934791166320732e-128,4.778427805494824e-126
87134,5,ATP8A1,24.040554,1.9577013,1.048062903400091e-127,2.6071313338436834e-125
87135,5,ADGRL2,23.530706,2.1195352,1.9786659172189197e-122,4.852747833314514e-120
87138,5,HS2ST1,23.24579,2.060196,1.5690482547244727e-119,3.6429116346023e-117
87139,5,HECW1,23.220894,1.9991503,2.800980113027234e-119,6.417561408966214e-117
87140,5,ELAPOR1,22.760626,2.021773,1.1262629165633361e-114,2.546963138456801e-112
87141,5,GABRB2,22.751879,1.9274051,1.3748707753359069e-114,3.0693108731954034e-112
87142,5,KIAA1549L,22.532845,1.8256502,1.9783790033358296e-112,4.3606979221628864e-110
87143,5,MAPK10,22.481808,1.7687413,6.253973228481841e-112,1.3612554478444286e-109
87145,5,KCNJ6,22.253342,2.49334,1.046927774105503e-109,2.2231894305486737e-107
87146,5,CUX1,21.910694,2.0949743,2.0542824634574434e-106,4.2584786352600546e-104
87147,5,MICAL3,21.86574,1.8090369,5.50655194403697e-106,1.1280657529590088e-103
87148,5,RFX3,21.736425,1.8446838,9.2853560202035e-105,1.880068655579111e-102
87149,5,CNTN5,21.719301,1.8590907,1.3481362442483964e-104,2.698286944953716e-102
87150,5,CACNA2D1,21.689795,1.7970971,2.5612670114783136e-104,5.0681070989627136e-102
87151,5,GPC6,21.672937,1.9276702,3.694290908095009e-104,7.227942425017796e-102
87152,5,PRMT8,21.60474,2.1703951,1.6209535289884838e-103,3.1361848666973854e-101
87153,5,R3HDM1,21.522581,1.9087421,9.568623974949524e-103,1.830971970063693e-100
87154,5,EML1,21.496511,1.8817617,1.6784155994739574e-102,3.1767663949608717e-100
87155,5,SHANK2,21.397575,1.8842993,1.4073946123431331e-101,2.6351572456699976e-99
87156,5,LTBP1,21.381393,1.8142885,1.9909369951345613e-101,3.688104882582778e-99
87158,5,NPAS2,21.221329,2.0416176,6.068443128472888e-100,1.1007270853760249e-97
87159,5,KCNQ5,21.204002,1.8395612,8.770897034507934e-100,1.5745116501225428e-97
87160,5,ARHGAP32,21.16567,1.6482731,1.97928629077424e-99,3.516868589923657e-97
87161,5,GBE1,20.923065,2.0225909,3.3019700935354135e-97,5.807798508962844e-95
87162,5,DOCK7,20.810143,1.8330019,3.503046549482236e-96,6.099854956613418e-94
87163,5,CAMK2B,20.74418,1.865062,1.3836199261436668e-95,2.3854429479148188e-93
87164,5,PPM1L,20.742523,1.8843989,1.4321313014817563e-95,2.4448727796766494e-93
87165,5,GUCY1A2,20.667665,2.017997,6.771392536888004e-95,1.1447597887847653e-92
87166,5,NAV2,20.631243,1.7268212,1.4390441793363167e-94,2.409430412959931e-92
87167,5,USP25,20.593868,1.8659296,3.1148065829091466e-94,5.1168044366223554e-92
87168,5,PRKACB,20.270952,1.9390975,2.3212322507237241e-91,3.777534316060954e-89
87169,5,ENSHGLG00000002620,20.261005,2.0668705,2.841038603543923e-91,4.58064862995466e-89
87170,5,LAMB1,20.23322,2.3204846,4.993395151150578e-91,7.977063281374773e-89
87172,5,PTPRT,19.981386,1.7437431,7.99732643885611e-89,1.2433700471410844e-86
87173,5,SPTBN1,19.963203,1.7326983,1.1509161540808122e-88,1.7735312381424056e-86
87174,5,CHD2,19.946535,1.6909523,1.6064145861526367e-88,2.453727823568058e-86
87175,5,ENSHGLG00000000970,19.914404,1.7039672,3.052623960087473e-88,4.622203566695928e-86
87176,5,ELMOD1,19.873272,1.8497701,6.933364359237647e-88,1.0407816688569408e-85
87177,5,SOBP,19.816639,1.6721342,2.1392892972107963e-87,3.1838841480625295e-85
87178,5,SATB1,19.751461,2.1142025,7.793028099346858e-87,1.1499999855417528e-84
87179,5,ENSHGLG00000003503,19.718983,1.6334245,1.4817934761593578e-86,2.1682747731397395e-84
87180,5,RGL1,19.70685,2.0727248,1.8833233657397177e-86,2.732859147302142e-84
87181,5,FMN1,19.667955,2.4840539,4.058169189758459e-86,5.792204926333119e-84
87182,5,SLC44A1,19.654015,1.7798734,5.341621588789441e-86,7.562085912649638e-84
87183,5,ITGA9,19.586498,2.6171734,2.0158829227011272e-85,2.830852365564091e-83
87184,5,MARCHF1,19.57456,1.5954777,2.5482951511036116e-85,3.549877077293375e-83
87185,5,RNF165,19.447296,1.8713322,3.07206698602135e-84,4.2455478117134737e-82
87186,5,GRM1,19.434277,1.6798246,3.9595233186034492e-84,5.41269055353019e-82
87187,5,PDGFC,19.434029,1.9560143,3.9787767234357337e-84,5.41269055353019e-82
87188,5,ENSHGLG00000000062,19.393944,1.945465,8.681788710864577e-84,1.1719068745913554e-81
87189,5,CDH6,19.373077,2.1745832,1.3023364052431274e-83,1.744429524961429e-81
87190,5,ARHGEF28,19.344162,2.1521857,2.28287796402977e-83,3.03448503722522e-81
87192,5,KLHL32,19.316572,1.83321,3.896839139152865e-83,5.101929318050289e-81
87193,5,ENSHGLG00000011997,19.286827,1.8903627,6.929713829242522e-83,9.005007978253736e-81
87194,5,CACNA1C,19.273428,1.6805311,8.978661308225328e-83,1.1581142915565008e-80
87195,5,SSX2IP,19.244493,2.1855423,1.5698904975723548e-82,2.0100370025167217e-80
87196,5,ADCY2,19.131159,1.6159915,1.3895151306469667e-81,1.7661041583909223e-79
87197,5,ADAM22,19.114658,1.6910431,1.9066455556385097e-81,2.405827468140099e-79
87199,5,EXT1,18.888466,1.5845157,1.4191024257046282e-79,1.7650593241996207e-77
87200,5,KCTD1,18.875902,1.8098811,1.8002087001686753e-79,2.2231939075203647e-77
